Drehzahl;Kurbelwinkel;P_ZYL1;P_ZYL2;P_ZYL3;Drehmoment;Absolutverbrauch;Angesaugte Luftmasse;O2 roh;CO roh;CO2 roh;NOx roh;HC3 roh;Lambda;Temp Kühlm.E;Temp Kühlm.A;Temp Oel;Temp Ansaugl. nach Verd.;Temp Ansaugluft Saugrohr;Temp Abgas vor Turbine;P Saugrohr;P Abg. vor Turb.;ZZP
2100;-87;1.874;1.824;1.803;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-86;1.91;1.864;1.817;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-85;1.945;1.887;1.85;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-84;1.979;1.928;1.905;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-83;2.019;1.967;1.925;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-82;2.06;1.996;1.962;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-81;2.101;2.042;2.013;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-80;2.138;2.086;2.039;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-79;2.182;2.12;2.081;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-78;2.231;2.172;2.142;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-77;2.28;2.223;2.173;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-76;2.329;2.263;2.219;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-75;2.379;2.319;2.283;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-74;2.431;2.371;2.319;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-73;2.487;2.422;2.37;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-72;2.545;2.486;2.439;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-71;2.605;2.542;2.484;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-70;2.665;2.596;2.545;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-69;2.733;2.668;2.616;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-68;2.802;2.728;2.668;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-67;2.867;2.794;2.742;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-66;2.938;2.869;2.815;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-65;3.017;2.937;2.879;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-64;3.094;3.019;2.957;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-63;3.171;3.098;3.038;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-62;3.258;3.18;3.115;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-61;3.343;3.269;3.206;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-60;3.438;3.356;3.294;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-59;3.532;3.45;3.382;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-58;3.633;3.553;3.485;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-57;3.734;3.655;3.589;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-56;3.843;3.763;3.687;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-55;3.955;3.872;3.802;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-54;4.071;3.988;3.917;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-53;4.199;4.103;4.031;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-52;4.324;4.233;4.162;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-51;4.454;4.366;4.292;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-50;4.591;4.503;4.427;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-49;4.741;4.648;4.573;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-48;4.891;4.795;4.717;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-47;5.047;4.952;4.876;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-46;5.212;5.114;5.037;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-45;5.386;5.279;5.211;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-44;5.568;5.471;5.388;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-43;5.767;5.658;5.564;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-42;5.956;5.845;5.745;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-41;6.163;6.052;5.95;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-40;6.378;6.265;6.163;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-39;6.603;6.489;6.377;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-38;6.836;6.717;6.607;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-37;7.081;6.961;6.845;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-36;7.327;7.205;7.095;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-35;7.598;7.473;7.352;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-34;7.872;7.739;7.626;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-33;8.156;8.025;7.905;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-32;8.453;8.317;8.199;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-31;8.762;8.626;8.501;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-30;9.08;8.939;8.817;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-29;9.413;9.271;9.144;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-28;9.759;9.608;9.476;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-27;10.114;9.96;9.832;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-26;10.475;10.314;10.189;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-25;10.853;10.69;10.553;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-24;11.242;11.07;10.935;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-23;11.644;11.46;11.32;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-22;12.044;11.857;11.716;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-21;12.459;12.267;12.118;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-20;12.883;12.679;12.527;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-19;13.306;13.092;12.937;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-18;13.732;13.512;13.358;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-17;14.153;13.931;13.772;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-16;14.581;14.349;14.186;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-15;14.998;14.757;14.597;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-14;15.415;15.169;14.996;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-13;15.825;15.567;15.396;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-12;16.233;15.962;15.793;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-11;16.628;16.35;16.173;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-10;17.03;16.74;16.566;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-9;17.447;17.146;16.967;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-8;17.904;17.578;17.415;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-7;18.421;18.082;17.902;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-6;19.028;18.654;18.474;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-5;19.772;19.364;19.16;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-4;20.686;20.236;19.987;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-3;21.82;21.315;21.01;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-2;23.19;22.642;22.257;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;-1;24.814;24.224;23.735;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;0;26.687;26.061;25.458;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;1;28.755;28.116;27.392;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;2;30.971;30.298;29.493;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;3;33.285;32.617;31.731;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;4;35.674;34.985;34.049;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;5;38.113;37.398;36.385;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;6;40.553;39.808;38.752;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;7;42.966;42.173;41.057;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;8;45.28;44.437;43.275;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;9;47.388;46.54;45.338;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;10;49.234;48.378;47.147;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;11;50.723;49.872;48.63;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;12;51.805;50.962;49.74;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;13;52.465;51.615;50.463;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;14;52.699;51.861;50.788;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;15;52.522;51.723;50.751;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;16;52.031;51.247;50.391;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;17;51.267;50.52;49.751;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;18;50.254;49.575;48.897;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;19;49.105;48.468;47.864;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;20;47.836;47.248;46.711;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;21;46.48;45.943;45.469;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;22;45.104;44.583;44.171;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;23;43.704;43.22;42.862;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;24;42.294;41.851;41.528;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;25;40.907;40.482;40.203;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;26;39.538;39.14;38.891;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;27;38.191;37.816;37.587;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;28;36.895;36.522;36.322;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;29;35.614;35.26;35.083;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;30;34.378;34.045;33.877;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;31;33.187;32.865;32.719;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;32;32.03;31.718;31.589;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;33;30.923;30.625;30.505;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;34;29.861;29.569;29.459;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;35;28.827;28.545;28.442;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;36;27.839;27.57;27.48;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;37;26.884;26.636;26.546;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;38;25.972;25.734;25.646;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;39;25.097;24.876;24.795;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;40;24.256;24.041;23.967;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;41;23.458;23.248;23.176;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;42;22.688;22.499;22.425;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;43;21.947;21.768;21.696;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;44;21.237;21.07;20.999;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;45;20.561;20.399;20.339;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;46;19.916;19.758;19.696;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;47;19.288;19.143;19.085;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;48;18.698;18.554;18.504;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;49;18.128;17.992;17.941;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;50;17.579;17.448;17.401;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;51;17.059;16.934;16.888;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;52;16.553;16.434;16.394;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;53;16.069;15.958;15.916;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;54;15.612;15.496;15.467;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;55;15.166;15.06;15.025;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;56;14.742;14.639;14.609;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;57;14.331;14.238;14.214;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;58;13.949;13.852;13.827;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;59;13.573;13.477;13.456;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;60;13.21;13.118;13.102;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;61;12.867;12.778;12.757;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;62;12.536;12.45;12.429;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;63;12.215;12.133;12.12;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;64;11.906;11.83;11.813;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;65;11.617;11.542;11.527;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;66;11.334;11.258;11.25;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;67;11.067;10.993;10.982;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;68;10.807;10.731;10.723;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;69;10.554;10.483;10.477;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;70;10.311;10.248;10.236;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;71;10.085;10.019;10.007;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;72;9.861;9.797;9.785;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
2100;73;9.643;9.591;9.571;68.3;3.75;54.5332;0.693;0.7747;13.9918;3247.42;699.01;0.998631;87;90;87.95;58;31.33;683.56;926;1108.65;17
